duration_s_mean,duration_s_std,centroid_mean_hz_mean,centroid_mean_hz_std,centroid_std_hz_mean,centroid_std_hz_std,bandwidth_mean_hz_mean,bandwidth_mean_hz_std,bandwidth_std_hz_mean,bandwidth_std_hz_std,zcr_mean_mean,zcr_mean_std,zcr_std_mean,zcr_std_std,rms_mean_mean,rms_mean_std,rms_std_mean,rms_std_std,tempo_bpm_mean,tempo_bpm_std,track_count,subgenre
258.58423690896115,86.60160433449097,2810.089911576273,695.5166533664491,1567.3280372836455,349.9717085382758,3250.581809020114,546.1198832604589,1038.8801016968862,227.86589580678586,0.052730141087853774,0.0189381846122257,0.04896402872989647,0.017138473430279917,0.23457358207231688,0.06270319111722181,0.13660515131957737,0.03219725703253576,125.1368328876189,7.730166029592294,81,Chill House
