duration_s_mean,duration_s_std,centroid_mean_hz_mean,centroid_mean_hz_std,centroid_std_hz_mean,centroid_std_hz_std,bandwidth_mean_hz_mean,bandwidth_mean_hz_std,bandwidth_std_hz_mean,bandwidth_std_hz_std,zcr_mean_mean,zcr_mean_std,zcr_std_mean,zcr_std_std,rms_mean_mean,rms_mean_std,rms_std_mean,rms_std_std,tempo_bpm_mean,tempo_bpm_std,track_count,subgenre
195.89719009209963,50.552072078228505,3014.2461464619973,537.6551365005961,1463.6307352512874,245.032860878235,3414.3583476403273,410.3241840459562,970.9286358057246,208.91673645224589,0.057105863024330655,0.015726788509836536,0.0476571570094724,0.012621544616459672,0.25804835158413736,0.049024432889704754,0.13236740976572037,0.026013614335586657,125.09054518756648,3.548904289893218,69,Party House
