duration_s_mean,duration_s_std,centroid_mean_hz_mean,centroid_mean_hz_std,centroid_std_hz_mean,centroid_std_hz_std,bandwidth_mean_hz_mean,bandwidth_mean_hz_std,bandwidth_std_hz_mean,bandwidth_std_hz_std,zcr_mean_mean,zcr_mean_std,zcr_std_mean,zcr_std_std,rms_mean_mean,rms_mean_std,rms_std_mean,rms_std_std,tempo_bpm_mean,tempo_bpm_std,track_count,subgenre
299.97687410766775,79.82106179874228,2093.9136859828245,356.8698019075642,1396.3152674302846,216.2231923781168,2697.7035553383753,324.6744250946277,1187.2362420375848,145.64625340139278,0.03662785518161794,0.008693766161490932,0.03891976912305086,0.010479492867942515,0.2784041199419234,0.04090501476229953,0.1602880678795002,0.022866776720914216,136.88901319036074,10.067134459105619,54,Chiller vibe goa
