duration_s_mean,duration_s_std,centroid_mean_hz_mean,centroid_mean_hz_std,centroid_std_hz_mean,centroid_std_hz_std,bandwidth_mean_hz_mean,bandwidth_mean_hz_std,bandwidth_std_hz_mean,bandwidth_std_hz_std,zcr_mean_mean,zcr_mean_std,zcr_std_mean,zcr_std_std,rms_mean_mean,rms_mean_std,rms_std_mean,rms_std_std,tempo_bpm_mean,tempo_bpm_std,track_count,subgenre
391.47363032945736,79.60197384277299,2321.809680132039,632.8645664529098,1336.2409071961226,299.15622578509453,2973.4205460097623,647.1058981734934,1070.9537252629602,275.48978995177674,0.03401151532372594,0.010418319490170372,0.03446108269341318,0.011239513538032712,0.30921650062813316,0.060809877906701414,0.13681216128603663,0.03395532209324487,136.24988184737762,8.350962397574616,86,Dark Techno
