duration_s_mean,duration_s_std,centroid_mean_hz_mean,centroid_mean_hz_std,centroid_std_hz_mean,centroid_std_hz_std,bandwidth_mean_hz_mean,bandwidth_mean_hz_std,bandwidth_std_hz_mean,bandwidth_std_hz_std,zcr_mean_mean,zcr_mean_std,zcr_std_mean,zcr_std_std,rms_mean_mean,rms_mean_std,rms_std_mean,rms_std_std,tempo_bpm_mean,tempo_bpm_std,track_count,subgenre
189.67490916666668,57.29166383998617,2709.340309823473,738.1382054916468,1440.123753699217,285.06215521963844,3278.712230092346,623.6492735095313,1093.51233699701,246.15744114198998,0.045818986008027626,0.015630291177596813,0.04042226110354654,0.012389347685710957,0.27174974769353866,0.06262787135676476,0.1414775973558426,0.034396063005517265,140.21828418533252,18.092942386865108,75,Emotional Techno
