duration_s_mean,duration_s_std,centroid_mean_hz_mean,centroid_mean_hz_std,centroid_std_hz_mean,centroid_std_hz_std,bandwidth_mean_hz_mean,bandwidth_mean_hz_std,bandwidth_std_hz_mean,bandwidth_std_hz_std,zcr_mean_mean,zcr_mean_std,zcr_std_mean,zcr_std_std,rms_mean_mean,rms_mean_std,rms_std_mean,rms_std_std,tempo_bpm_mean,tempo_bpm_std,track_count,subgenre
283.39243069270714,83.03584482181739,2594.5668373905214,385.11583447094114,1396.5890071660815,182.67991707458407,3013.7015199827774,314.4273244763451,1071.8592311743034,147.1753001202621,0.049769601981996855,0.011500197486289844,0.04607415455693713,0.010714135350996207,0.27780704608848017,0.03480863211831211,0.15725487506678026,0.020970211337245255,140.96050328384348,5.474033100261292,62,Party Goa
